"PDF","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000"
"White","0.099670","0.099700","0.099874","0.100404","0.099895","0.100121","0.100398","0.100018","0.099826","0.100094"
"R2","0.100002","0.100000","0.099999","0.099999","0.099999","0.100003","0.099998","0.100000","0.100003","0.099997"

"Error:"
"White","-0.000330","-0.000300","-0.000126","0.000404","-0.000105","0.000121","0.000398","0.000018","-0.000174","0.000094"
"R2","0.000002","0.000000","-0.000001","-0.000001","-0.000001","0.000003","-0.000002","-0.000000","0.000003","-0.000003"
