"Expected","0.107679","0.110592","0.111672","0.110976","0.108562","0.104487","0.098809","0.091585","0.082873","0.072731"
"white/white","0.082801","0.094101","0.098001","0.107301","0.105001","0.113701","0.102001","0.108401","0.097801","0.090901"
"white/LDS","0.082301","0.091601","0.101501","0.102801","0.106401","0.110701","0.111001","0.105001","0.098801","0.089901"
"LDS/white","0.085801","0.091401","0.099401","0.101501","0.107601","0.111801","0.108101","0.103901","0.100601","0.089901"
"LDS/LDS","0.085501","0.093401","0.098701","0.104201","0.106901","0.110901","0.108701","0.103901","0.099201","0.088601"

"Error:"
"white/white","-0.024878","-0.016491","-0.013671","-0.003675","-0.003561","0.009214","0.003192","0.016816","0.014928","0.018170"
"white/LDS","-0.025378","-0.018991","-0.010171","-0.008175","-0.002161","0.006214","0.012192","0.013416","0.015928","0.017170"
"LDS/white","-0.021878","-0.019191","-0.012271","-0.009475","-0.000961","0.007314","0.009292","0.012316","0.017728","0.017170"
"LDS/LDS","-0.022178","-0.017191","-0.012971","-0.006775","-0.001661","0.006414","0.009892","0.012316","0.016328","0.015870"

"Avg Error:"
"white/white","-0.022807","-0.017788","-0.012523","-0.006463","-0.000993","0.004314","0.009179","0.013107","0.016119","0.017897"
"white/LDS","-0.022765","-0.017693","-0.012401","-0.006775","-0.000995","0.004421","0.009110","0.013244","0.016167","0.017731"
"LDS/white","-0.022787","-0.017876","-0.012300","-0.006658","-0.000902","0.004381","0.009131","0.013143","0.016077","0.017834"
"LDS/LDS","-0.022820","-0.017810","-0.012308","-0.006626","-0.000918","0.004352","0.009187","0.013115","0.016029","0.017841"

"Std Dev:"
"white/white","0.002741","0.002866","0.002889","0.003100","0.003107","0.003187","0.003184","0.003087","0.002855","0.002878"
"white/LDS","0.002726","0.002898","0.003027","0.002962","0.003086","0.002980","0.003205","0.003122","0.002855","0.002766"
"LDS/white","0.001760","0.001749","0.001698","0.001670","0.001623","0.001665","0.001624","0.001670","0.001758","0.001766"
"LDS/LDS","0.000745","0.000629","0.000669","0.000692","0.000795","0.000869","0.000987","0.001205","0.001383","0.001386"
