"PDF","0.010000","0.030000","0.050000","0.070000","0.090000","0.110000","0.130000","0.150000","0.170000","0.190000"
"White","0.009200","0.030400","0.054100","0.068700","0.081300","0.112500","0.135300","0.153600","0.168000","0.186900"
"R2","0.010200","0.029900","0.049900","0.070300","0.089900","0.109900","0.129900","0.150000","0.170100","0.189900"

"Error:"
"White","-0.000800","0.000400","0.004100","-0.001300","-0.008700","0.002500","0.005300","0.003600","-0.002000","-0.003100"
"R2","0.000200","-0.000100","-0.000100","0.000300","-0.000100","-0.000100","-0.000100","-0.000000","0.000100","-0.000100"
